22.jpg,Tiger,99.79652166366577,17.5376665,78.3845723,1
22.jpg,Tiger,99.79652166366577,17.5375337,78.3845043,1
22.jpg,Tiger,99.79652166366577,17.5375337,78.3845043,1
24.jpg,Tiger,76.97357535362244,17.5375337,78.3845043,2
22.jpg,Tiger,99.79652166366577,17.5375337,78.3845043,2
22.jpg,Tiger,99.79652166366577,17.5375337,78.3845043,2
18.jpg,Tiger 1,98.30355644226074,17.5375337,78.3845043,1
19.jpg,Tiger 1,98.92188906669617,17.5375337,78.3845043,1
24.jpg,Tiger 2,76.97357535362244,17.5375337,78.3845043,2
18.jpg,Tiger 1,98.30355644226074,17.5377372,78.384578,1
19.jpg,Tiger 1,98.92188906669617,17.5377372,78.384578,1
24.jpg,Tiger 2,76.97357535362244,17.5377372,78.384578,2
22.jpg,Tiger 2,99.79652166366577,17.5377372,78.384578,2
1.jpg,Tiger 3,99.1095781326294,17.5377372,78.384578,3
2.jpg,Tiger 3,99.40897226333618,17.5377372,78.384578,3
18.jpg,Tiger 1,98.30355644226074,17.5500823,78.3948765,1
18.jpg,Tiger 1,98.30355644226074,17.5500823,78.3948765,1
19.jpg,Tiger 1,98.92188906669617,17.5500823,78.3948765,1
22.jpg,Tiger 2,99.79652166366577,17.5500823,78.3948765,2
22.jpg,Tiger 2,99.79652166366577,17.5500823,78.3948765,2
24.jpg,Tiger 2,76.97357535362244,17.5500823,78.3948765,2
22.jpg,Tiger 2,99.79652166366577,17.5500823,78.3948765,2
22.jpg,Tiger 2,99.79652166366577,17.5500823,78.3948765,2
22.jpg,Tiger 2,99.79652166366577,17.5500823,78.3948765,2
22.jpg,Tiger 2,99.79652166366577,17.5500823,78.3948765,2
22.jpg,Tiger 2,99.79652166366577,17.5500823,78.3948765,2
24.jpg,Tiger 2,76.97357535362244,17.5500823,78.3948765,2
22.jpg,Tiger 2,99.79652166366577,17.5376367,78.3845558,2
22.jpg,Tiger 2,99.79652166366577,17.5376367,78.3845558,2
22.jpg,Tiger 2,99.79652166366577,17.5376367,78.3845558,2
24.jpg,Tiger 2,76.97357535362244,17.5376367,78.3845558,2
22.jpg,Tiger 2,99.79652166366577,17.5376386,78.3845562,2
22.jpg,Tiger 2,99.79652166366577,17.5376386,78.3845562,1
22.jpg,Tiger 2,99.79652166366577,17.5376378,78.3845596,1
22.jpg,Tiger 2,99.79652166366577,17.5376378,78.3845596,1
22.jpg,Tiger 2,99.79652166366577,17.5500823,78.3948765,1
22.jpg,Tiger 2,99.79652166366577,17.5377155,78.3845712,1
22.jpg,Tiger 2,99.79652166366577,17.5377155,78.3845712,1
22.jpg,Tiger 2,99.79652166366577,17.5500823,78.3948765,1
22.jpg,Tiger 2,99.79652166366577,17.5500823,78.3948765,1
22.jpg,Tiger 2,99.79652166366577,17.5500823,78.3948765,1
22.jpg,Tiger 2,99.79652166366577,17.5376368,78.3845569,1
22.jpg,Tiger 2,99.79652166366577,17.5376368,78.3845569,1
24.jpg,Tiger 2,76.97357535362244,17.5376368,78.3845569,1
22.jpg,Tiger 2,99.79652166366577,17.5500823,78.3948765,1
22.jpg,Tiger 2,99.79652166366577,17.5500823,78.3948765,1
24.jpg,Tiger 2,76.97357535362244,17.5500823,78.3948765,1
22.jpg,Tiger 2,99.79652166366577,17.5376318,78.3845627,1
22.jpg,Tiger 2,99.79652166366577,17.5376318,78.3845627,1
22.jpg,Tiger 2,99.79652166366577,17.5376318,78.3845627,1
22.jpg,Tiger 2,99.79652166366577,17.5376318,78.3845627,1
22.jpg,Tiger 2,99.79652166366577,17.5376415,78.3845564,1
22.jpg,Tiger 2,99.79652166366577,17.5500823,78.3948765,1
22.jpg,Tiger 2,99.79652166366577,17.5500823,78.3948765,1
18.jpg,Tiger 1,98.30355644226074,17.5500823,78.3948765,1
